"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area1","Wilderness_Area3","Soil_Type29","Cover_Type"
1.32364218847445,-1.0631605425289,-1.13052689266015,-0.206884748897492,-0.87297355624466,-0.49218936622701,0.245122349185148,0.236724435318525,0.108722723975986,0.920215252043683,-0.630152443073312,-0.798995825094177,-0.357128644783486,1
0.317923030263813,-0.612995783413104,0.540488091513702,-0.206884748897492,-1.3063868151992,-1.07132654174019,1.06686119266626,-0.78440497434503,-1.32200493130726,0.012940101578552,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.452181655753097,-1.14419019916974,0.0630552388926012,-0.613726316006842,-0.751617843737388,0.184754220576299,-0.0507036344680512,-0.740008043490093,-0.265467585867324,0.288693554744703,1.58646419085291,-0.798995825094177,2.7993113974948,1
-0.123909900891829,-0.423926584584471,1.73407022306645,-0.415391052041034,0.0978721438135181,0.750029070079859,1.36268717631945,-1.36156507545921,-2.13641913508387,3.21485429877401,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.18366440477453,0.566435885470271,0.540488091513702,-0.48658832628517,-0.439560297290116,0.103120522964069,-0.642355601774449,1.56863236096664,1.23129365350591,0.323741355746636,-0.630152443073312,1.25121340351991,-0.357128644783486,1
-0.10682243946592,-0.649008964142367,-1.01116867950488,1.61881678350572,0.583294993842607,-0.49449975389528,0.606687440316835,0.369915227883336,-0.155411612383997,0.631897492857971,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.408242469229332,-0.739041915965526,0.659846304668977,-0.450989689163102,-0.890310086602842,-0.0586066138148788,0.869643870230789,-1.18397735203946,-1.38803851539725,-0.330925115798903,-0.630152443073312,1.25121340351991,-0.357128644783486,1
0.864721795892896,-1.37827587390995,-0.056302974262674,1.05940962873036,2.99307271362987,-0.694733351812073,-0.57661649429596,-0.518023389215407,0.262801086852642,0.905005828967372,-0.630152443073312,1.25121340351991,-0.357128644783486,1
1.07709453075776,1.61982142180122,1.25663737044535,1.9442900371932,0.739323767066243,-1.021268142261,-2.05574641256195,-1.09518349032959,0.9231369277526,0.0327784795041744,-0.630152443073312,1.25121340351991,-0.357128644783486,1
0.505885105948811,0.188297487813005,-0.4143776137285,0.81530468846475,0.617968054558971,1.08657554042462,0.442339671620613,1.25785384498208,0.328834670942638,1.10603472528035,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.222721459462321,-0.838078162971,-0.891810466349601,0.199956818211858,0.0111894920226094,1.72039189075354,0.508078779099102,0.103533642753713,-0.199434001777328,2.38296498442624,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.469269117179006,0.728495198751956,-1.13052689266015,0.683081179154212,-0.57825254015557,2.88328701711645,-0.149312295685784,1.21345691412714,0.901125733055935,1.39699760152281,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.940394839350492,0.0622513552605837,-1.13052689266015,1.8985203608934,0.0111894920226094,-1.04745253583473,0.475209225359858,1.03586919070739,0.284812281549308,-0.0789777161434984,-0.630152443073312,1.25121340351991,-0.357128644783486,1
0.305717700673879,-1.38727916909227,-0.65309404003905,-0.756120864495114,-0.855637025886478,1.20055466539264,-0.280790510642761,0.0147397810438388,0.372857060335969,2.04439000116229,1.58646419085291,-0.798995825094177,2.7993113974948,1
0.605968808586277,0.881551216851325,-0.533735826883775,2.0358293897928,0.167218265246245,3.12202707617109,-0.642355601774449,1.30225077583702,1.27531604289924,1.32161176540544,1.58646419085291,-0.798995825094177,2.7993113974948,1
0.569352819816472,1.55679835552501,-1.60795974528125,-0.450989689163102,-0.612925600871934,-0.214172716811771,-0.0178340807288069,0.76948760557777,0.592969007302621,-0.963769371626257,-0.630152443073312,1.25121340351991,-0.357128644783486,1
0.212957195790373,-0.468943060496051,-1.60795974528125,-0.0288915632871511,-0.786290904453751,0.322607351449783,0.409470117881369,0.725090674722833,0.218778697459312,0.380611372466754,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.195869734364465,-1.28824292208679,-0.891810466349601,-0.130601955064489,-0.699608252662842,-0.774826790978789,-0.0507036344680512,0.103533642753713,0.262801086852642,-0.833497356581337,1.58646419085291,-0.798995825094177,-0.357128644783486,1
0.588881347160368,1.03460723495069,-1.48860153212598,1.34419872570691,0.375256629544426,1.88828006131455,-0.0835731882072955,0.991472259852456,0.769058564875943,2.45239930716592,1.58646419085291,-0.798995825094177,-0.357128644783486,1
-0.394868217788384,-0.108811253203417,0.301771665203152,-0.664581511895511,-0.266194993708299,-0.636203530882549,1.03399163892701,0.591899882158022,-0.595635506317302,-0.981623911759317,1.58646419085291,-0.798995825094177,-0.357128644783486,1
1.67515568066457,1.33171597596712,0.0630552388926012,4.29380008724969,4.1026106565535,1.83899179105811,-1.36548578403782,0.503106020448147,1.38537201638257,0.537995837343358,-0.630152443073312,1.25121340351991,-0.357128644783486,1
1.0136268168901,0.269327144453848,0.779204517824253,1.2374028143407,1.3461023296026,0.147017888661212,0.146513687967415,1.34664770669195,0.372857060335969,-0.435407239540514,1.58646419085291,-0.798995825094177,2.7993113974948,1
